INT	STRING	STRING	INT	INT	STRING	INT	INT	INT
532	Sinh non Mã Linh Thñ(sinh trß·ng Trung)	ÖÖÖ²/ÍÁ¶¹ÖĞ.mesh	-1	0		0	711001	0
533	Sinh non Mã Linh Thñ	ÖÖÖ²/ÍÁ¶¹´ó.mesh	10	0		0	711002	0
534	Sinh non Vu Ğ¥u(cây non)	ÖÖÖ²/ÓóÍ·Ğ¡.mesh	-1	0		0	711000	0
535	Sinh non Vu Ğ¥u(sinh trß·ng Trung)	ÖÖÖ²/ÓóÍ·ÖĞ.mesh	-1	0		0	711001	0
536	Sinh non Vu Ğ¥u	ÖÖÖ²/ÓóÍ·´ó.mesh	10	0		0	711002	0
537	Sinh non Træ Ma(cây non)	ÖÖÖ²/Ğ¡ÂóĞ¡.mesh	-1	0		0	711000	0
538	Sinh non Træ Ma(sinh trß·ng Trung)	ÖÖÖ²/Ğ¡ÂóÖĞ.mesh	-1	0		0	711001	0
539	Sinh non Træ Ma	ÖÖÖ²/Ğ¡Âó´ó.mesh	10	0		0	711002	0
540	Sinh non Thäo Miên(cây non)	ÖÖÖ²/Ğ¡ÂóĞ¡.mesh	-1	0		0	711000	0
541	Sinh non Thäo Miên(sinh trß·ng Trung)	ÖÖÖ²/Ğ¡ÂóÖĞ.mesh	-1	0		0	711001	0
542	Sinh non Thäo Miên	ÖÖÖ²/Ğ¡Âó´ó.mesh	10	0		0	711002	0
543	Sinh non Á Ma(cây non)	ÖÖÖ²/Ğ¡ÂóĞ¡.mesh	-1	0		0	711000	0
544	Sinh non Á Ma(sinh trß·ng Trung)	ÖÖÖ²/Ğ¡ÂóÖĞ.mesh	-1	0		0	711001	0
545	Sinh non Á Ma	ÖÖÖ²/Ğ¡Âó´ó.mesh	10	0		0	711002	0
546	Sinh non Mµc Miên(cây non)	ÖÖÖ²/Ğ¡ÂóĞ¡.mesh	-1	0		0	711000	0
547	Sinh non Mµc Miên(sinh trß·ng Trung)	ÖÖÖ²/Ğ¡ÂóÖĞ.mesh	-1	0		0	711001	0
548	Sinh non Mµc Miên	ÖÖÖ²/Ğ¡Âó´ó.mesh	10	0		0	711002	0
549	Sinh non Hoàng Ma(cây non)	ÖÖÖ²/Ğ¡ÂóĞ¡.mesh	-1	0		0	711000	0
550	Sinh non Hoàng Ma(sinh trß·ng Trung)	ÖÖÖ²/Ğ¡ÂóÖĞ.mesh	-1	0		0	711001	0
551	Sinh non Hoàng Ma	ÖÖÖ²/Ğ¡Âó´ó.mesh	10	0		0	711002	0
552	Sinh non Vân Miên(cây non)	ÖÖÖ²/Ğ¡ÂóĞ¡.mesh	-1	0		0	711000	0
553	Sinh non Vân Miên(sinh trß·ng Trung)	ÖÖÖ²/Ğ¡ÂóÖĞ.mesh	-1	0		0	711001	0
554	Sinh non Vân Miên	ÖÖÖ²/Ğ¡Âó´ó.mesh	10	0		0	711002	0
555	Sinh non C¦n Ma(cây non)	ÖÖÖ²/Ğ¡ÂóĞ¡.mesh	-1	0		0	711000	0
556	Sinh non C¦n Ma(sinh trß·ng Trung)	ÖÖÖ²/Ğ¡ÂóÖĞ.mesh	-1	0		0	711001	0
557	Sinh non C¦n Ma	ÖÖÖ²/Ğ¡Âó´ó.mesh	10	0		0	711002	0
558	Sinh non Nhung Miên(cây non)	ÖÖÖ²/Ğ¡ÂóĞ¡.mesh	-1	0		0	711000	0
559	Sinh non Nhung Miên(sinh trß·ng Trung)	ÖÖÖ²/Ğ¡ÂóÖĞ.mesh	-1	0		0	711001	0
560	Sinh non Nhung Miên	ÖÖÖ²/Ğ¡Âó´ó.mesh	10	0		0	711002	0
561	Sinh non Thanh Ma(cây non)	ÖÖÖ²/Ğ¡ÂóĞ¡.mesh	-1	0		0	711000	0
562	Sinh non Thanh Ma(sinh trß·ng Trung)	ÖÖÖ²/Ğ¡ÂóÖĞ.mesh	-1	0		0	711001	0
563	Sinh non Thanh Ma	ÖÖÖ²/Ğ¡Âó´ó.mesh	10	0		0	711002	0
564	Sinh non Thái Miên(cây non)	ÖÖÖ²/Ğ¡ÂóĞ¡.mesh	-1	0		0	711000	0
565	Sinh non Thái Miên(sinh trß·ng Trung)	ÖÖÖ²/Ğ¡ÂóÖĞ.mesh	-1	0		0	711001	0
566	Sinh non Thái Miên	ÖÖÖ²/Ğ¡Âó´ó.mesh	10	0		0	711002	0
567	Sinh non La B¯ Ma(cây non)	ÖÖÖ²/Ğ¡ÂóĞ¡.mesh	-1	0		0	711000	0
568	Sinh non La B¯ Ma(sinh trß·ng Trung)	ÖÖÖ²/Ğ¡ÂóÖĞ.mesh	-1	0		0	711001	0
569	Sinh non La B¯ Ma	ÖÖÖ²/Ğ¡Âó´ó.mesh	10	0		0	711002	0
570	Sinh non Løc Ğ¸a Miên(cây non)	ÖÖÖ²/Ğ¡ÂóĞ¡.mesh	-1	0		0	711000	0
571	Sinh non Løc Ğ¸a Miên(sinh trß·ng Trung)	ÖÖÖ²/Ğ¡ÂóÖĞ.mesh	-1	0		0	711001	0
572	Sinh non Løc Ğ¸a Miên	ÖÖÖ²/Ğ¡Âó´ó.mesh	10	0		0	711002	0
573	R½i røng Ğích bäo v§t	Ê¦ÃÅÈÎÎñ/±¦Ïä.mesh	26	0		0	712501	0
574	Ti¬u thanh xà	ÈÎÎñÉß1.obj	26	0		0	715010	0
575	Ti¬u bÕch xà	ÈÎÎñÉß2.obj	26	0		0	715011	0
576	Ti¬u hoàng xà	ÈÎÎñÉß3.obj	26	0		0	715012	0
577	Kı hi®u quân t¯ng	Ê¦ÃÅÈÎÎñ/Ïä.obj	26	0		0	715013	0
578	Kı hi®u Ba Tß	Ê¦ÃÅÈÎÎñ/Æ¿×Ó4.obj	26	0		0	715014	0
579	Kı hi®u quân Liêu	Ê¦ÃÅÈÎÎñ/Ã×¿ğ.obj	26	0		0	715015	0
580	Võ Ğang linh chi	Ê¦ÃÅÈÎÎñ/ÁéÖ¥.obj	26	0		0	715016	0
581	Võ Ğang thü ô	Ê¦ÃÅÈÎÎñ/ºÎÊ×ÎÚ.obj	26	0		0	715017	0
582	Võ Ğang nhân sâm	Ê¦ÃÅÈÎÎñ/ÈË²Î2.obj	26	0		0	715018	0
583	Linh ki®n mµc chª	Ê¦ÃÅÈÎÎñ/¿şÀÜÖĞÑëÄ£×é.obj	26	0		0	715019	0
584	Linh ki®n thÕch chª	Ê¦ÃÅÈÎÎñ/¿şÀÜÊı¾İ´æ´¢Æ÷.obj	26	0		0	715020	0
585	Linh ki®n ğ°ng chª	Ê¦ÃÅÈÎÎñ/¿şÀÜ´ÅÅÌÇı¶¯Æ÷.obj	26	0		0	715021	0
586	Ti¬u Hoàng H¥u	ÈÎÎñºï×Ó1.obj	26	0		0	715022	0
587	Ti¬u h¡c H¥u	ÈÎÎñºï×Ó2.obj	26	0		0	715023	0
588	Ti¬u BÕch H¥u	ÈÎÎñºï×Ó3.obj	26	0		0	715024	0
589	Ğµc Ngô Công	ÈÎÎñòÚò¼.obj	26	0		0	715025	0
590	Ğµc Thi«m Th×	ÈÎÎñó¸òÜ.obj	26	0		0	715026	0
591	Ğµc Tri Thù	ÈÎÎñÖ©Öë.obj	26	0		0	715027	0
592	B° ğào can	Ê¦ÃÅÈÎÎñ/ÆÏÌÑ¸É.obj	26	0		0	715028	0
593	Tuyªt liên hoa	Ê¦ÃÅÈÎÎñ/Ñ©Á«»¨.obj	26	0		0	715029	0
594	Dßa Cáp m§t	Ê¦ÃÅÈÎÎñ/¹şÃÜ¹Ï.obj	26	0		0	715030	0
595	Bäo Tß½ng	Ê¦ÃÅÈÎÎñ/±¦Ïä.mesh	26	0		0	715031	0
596	R½i røng Ğích bäo v§t	Ê¦ÃÅÈÎÎñ/±¦Ïä.mesh	26	0		0	712502	0
597	R½i røng Ğích bäo v§t	Ê¦ÃÅÈÎÎñ/±¦Ïä.mesh	26	0		0	712503	0
598	R½i røng Ğích bäo v§t	Ê¦ÃÅÈÎÎñ/±¦Ïä.mesh	26	0		0	712504	0
599	R½i røng Ğích bäo v§t	Ê¦ÃÅÈÎÎñ/±¦Ïä.mesh	26	0		0	712505	0
600	R½i røng Ğích bäo v§t	Ê¦ÃÅÈÎÎñ/±¦Ïä.mesh	26	0		0	712506	0
601	R½i røng Ğích bäo v§t	Ê¦ÃÅÈÎÎñ/±¦Ïä.mesh	26	0		0	712507	0
602	R½i røng Ğích bäo v§t	Ê¦ÃÅÈÎÎñ/±¦Ïä.mesh	26	0		0	712508	0
603	R½i røng Ğích bäo v§t	Ê¦ÃÅÈÎÎñ/±¦Ïä.mesh	26	0		0	712509	0
604	R½i røng Ğích bäo v§t	Ê¦ÃÅÈÎÎñ/±¦Ïä.mesh	26	0		0	712510	0
605	R½i røng Ğích bäo v§t	Ê¦ÃÅÈÎÎñ/±¦Ïä.mesh	26	0		0	712511	0
606	R½i røng Ğích bäo v§t	Ê¦ÃÅÈÎÎñ/±¦Ïä.mesh	26	0		0	712512	0
607	R½i røng Ğích bäo v§t	Ê¦ÃÅÈÎÎñ/±¦Ïä.mesh	26	0		0	712513	0
608	R½i røng Ğích bäo v§t	Ê¦ÃÅÈÎÎñ/±¦Ïä.mesh	26	0		0	712514	0
609	R½i røng Ğích bäo v§t	Ê¦ÃÅÈÎÎñ/±¦Ïä.mesh	26	0		0	712515	0
610	R½i røng Ğích bäo v§t	Ê¦ÃÅÈÎÎñ/±¦Ïä.mesh	26	0		0	712516	0
611	R½i røng Ğích bäo v§t	Ê¦ÃÅÈÎÎñ/±¦Ïä.mesh	26	0		0	712517	0
612	R½i røng Ğích bäo v§t	Ê¦ÃÅÈÎÎñ/±¦Ïä.mesh	26	0		0	712518	0
613	R½i røng Ğích bäo v§t	Ê¦ÃÅÈÎÎñ/±¦Ïä.mesh	26	0		0	712519	0
614	R½i røng Ğích bäo v§t	Ê¦ÃÅÈÎÎñ/±¦Ïä.mesh	26	0		0	712520	0
615	R½i røng Ğích bäo v§t	Ê¦ÃÅÈÎÎñ/±¦Ïä.mesh	26	0		0	712521	0
616	R½i røng Ğích bäo v§t	Ê¦ÃÅÈÎÎñ/±¦Ïä.mesh	26	0		0	712522	0
617	R½i røng Ğích bäo v§t	Ê¦ÃÅÈÎÎñ/±¦Ïä.mesh	26	0		0	712523	0
618	R½i røng Ğích bäo v§t	Ê¦ÃÅÈÎÎñ/±¦Ïä.mesh	26	0		0	712524	0
619	R½i røng Ğích bäo v§t	Ê¦ÃÅÈÎÎñ/±¦Ïä.mesh	26	0		0	712525	0
620	R½i røng Ğích bäo v§t	Ê¦ÃÅÈÎÎñ/±¦Ïä.mesh	26	0		0	712528	0
621	R½i røng Ğích bäo v§t	Ê¦ÃÅÈÎÎñ/±¦Ïä.mesh	26	0		0	712529	0
622	R½i røng Ğích bäo v§t	Ê¦ÃÅÈÎÎñ/±¦Ïä.mesh	26	0		0	712530	0
623	R½i røng Ğích bäo v§t	Ê¦ÃÅÈÎÎñ/±¦Ïä.mesh	26	0		0	712531	0
624	R½i røng Ğích bäo v§t	Ê¦ÃÅÈÎÎñ/±¦Ïä.mesh	26	0		0	712532	0
625	R½i røng Ğích bäo v§t	Ê¦ÃÅÈÎÎñ/±¦Ïä.mesh	26	0		0	712533	0
701	Vãn Sän Ti¬u MÕch(cây non)	ÖÖÖ²/Ğ¡ÂóĞ¡.mesh	-1	0		0	711000	0
702	Vãn Sän Ti¬u MÕch(sinh trß·ng Trung)	ÖÖÖ²/Ğ¡ÂóÖĞ.mesh	-1	0		0	711001	0
703	Vãn Sän Ti¬u MÕch	ÖÖÖ²/Ğ¡Âó´ó.mesh	10	0		0	711002	0
704	Vãn Sän ĞÕi M­(cây non)	ÖÖÖ²/´óÃ×Ğ¡.mesh	-1	0		0	711000	0
705	Vãn Sän ĞÕi M­(sinh trß·ng Trung)	ÖÖÖ²/´óÃ×ÖĞ.mesh	-1	0		0	711001	0
706	Vãn Sän ĞÕi M­	ÖÖÖ²/´óÃ×´ó.mesh	10	0		0	711002	0
