INT	INT	INT	STRING
68	29579	23	拨狗朝天(减速)
69	29580	23	拨狗朝天(减速)
70	29581	23	拨狗朝天(减速)
71	29582	23	拨狗朝天(减速)
72	29583	23	拨狗朝天(减速)
73	29584	23	拨狗朝天(减速)
74	29585	23	拨狗朝天(减速)
75	29586	23	拨狗朝天(减速)
76	29587	23	拨狗朝天(减速)
77	29588	23	拨狗朝天(减速)
78	29589	23	拨狗朝天(减速)
79	29590	23	拨狗朝天(减速)
80	29591	23	拨狗朝天(减速)
81	29592	23	拨狗朝天(减速)
82	29593	23	拨狗朝天(减速)
83	29594	23	拨狗朝天(减速)
84	2903	232	棒打狗头封穴
85	2904	23	棒打狗头减速
86	1149	133	揽雀尾(昏迷)
87	1150	133	揽雀尾(昏迷)
88	1151	133	揽雀尾(昏迷)
89	1152	133	揽雀尾(昏迷)
90	1153	133	揽雀尾(昏迷)
91	1154	133	揽雀尾(昏迷)
92	1155	133	揽雀尾(昏迷)
93	1156	133	揽雀尾(昏迷)
94	1157	133	揽雀尾(昏迷)
95	1158	133	揽雀尾(昏迷)
96	1159	133	揽雀尾(昏迷)
97	1160	133	揽雀尾(昏迷)
98	15881	133	揽雀尾(昏迷)
99	15882	133	揽雀尾(昏迷)
100	15883	133	揽雀尾(昏迷)
101	15884	133	揽雀尾(昏迷)
102	29613	14	七星聚首（麻痹）
103	29614	14	七星聚首（麻痹）
104	29615	14	七星聚首（麻痹）
105	29616	14	七星聚首（麻痹）
106	29617	14	七星聚首（麻痹）
107	29618	14	七星聚首（麻痹）
108	29619	14	七星聚首（麻痹）
109	29620	14	七星聚首（麻痹）
110	29621	14	七星聚首（麻痹）
111	29622	14	七星聚首（麻痹）
112	29623	14	七星聚首（麻痹）
113	29624	14	七星聚首（麻痹）
114	29625	14	七星聚首（麻痹）
115	29626	14	七星聚首（麻痹）
116	29627	14	七星聚首（麻痹）
117	29628	14	七星聚首（麻痹）
118	7560	294	天外飞仙麻痹
119	7561	294	天外飞仙麻痹
120	7562	294	天外飞仙麻痹
121	7563	294	天外飞仙麻痹
122	7564	294	天外飞仙麻痹
123	7565	294	天外飞仙麻痹
124	7566	294	天外飞仙麻痹
125	7567	294	天外飞仙麻痹
126	7568	294	天外飞仙麻痹
127	7569	294	天外飞仙麻痹
128	7570	294	天外飞仙麻痹
129	7571	294	天外飞仙麻痹
130	16041	294	天外飞仙麻痹
131	16042	294	天外飞仙麻痹
132	16043	294	天外飞仙麻痹
133	16044	294	天外飞仙麻痹
134	1363	199	昭君出塞(标记)
135	1364	199	昭君出塞(标记)
136	1365	199	昭君出塞(标记)
137	1366	199	昭君出塞(标记)
138	1367	199	昭君出塞(标记)
139	1368	199	昭君出塞(标记)
140	1369	199	昭君出塞(标记)
141	1370	199	昭君出塞(标记)
142	1371	199	昭君出塞(标记)
143	1372	199	昭君出塞(标记)
144	1373	199	昭君出塞(标记)
145	1374	199	昭君出塞(标记)
146	16111	199	昭君出塞(标记)
147	16112	199	昭君出塞(标记)
148	16113	199	昭君出塞(标记)
149	16114	199	昭君出塞(标记)
150	1411	144	月落西山（失明）
151	1412	144	月落西山（失明）
152	1413	144	月落西山（失明）
153	1414	144	月落西山（失明）
154	1415	144	月落西山（失明）
155	1416	144	月落西山（失明）
156	1417	144	月落西山（失明）
157	1418	144	月落西山（失明）
158	1419	144	月落西山（失明）
159	1420	144	月落西山（失明）
160	1421	144	月落西山（失明）
161	1422	144	月落西山（失明）
162	16131	144	月落西山（失明）
163	16132	144	月落西山（失明）
164	16133	144	月落西山（失明）
165	16134	144	月落西山（失明）
166	1579	150	呆若木鸡（无敌+沉默）
167	1580	150	呆若木鸡（无敌+沉默）
168	1581	150	呆若木鸡（无敌+沉默）
169	1582	150	呆若木鸡（无敌+沉默）
170	1583	150	呆若木鸡（无敌+沉默）
171	1584	150	呆若木鸡（无敌+沉默）
172	1585	150	呆若木鸡（无敌+沉默）
173	1586	150	呆若木鸡（无敌+沉默）
174	1587	150	呆若木鸡（无敌+沉默）
175	1588	150	呆若木鸡（无敌+沉默）
176	1589	150	呆若木鸡（无敌+沉默）
177	1590	150	呆若木鸡（无敌+沉默）
178	16271	150	呆若木鸡（无敌+沉默）
179	16272	150	呆若木鸡（无敌+沉默）
180	16273	150	呆若木鸡（无敌+沉默）
181	16274	150	呆若木鸡（无敌+沉默）
182	29483	17	尸爆（单失明）
183	29484	17	尸爆（单失明）
184	29485	17	尸爆（单失明）
185	29486	17	尸爆（单失明）
186	29487	17	尸爆（单失明）
187	29488	17	尸爆（单失明）
188	29489	17	尸爆（单失明）
189	29490	17	尸爆（单失明）
190	29491	17	尸爆（单失明）
191	29492	17	尸爆（单失明）
192	29493	17	尸爆（单失明）
193	29494	17	尸爆（单失明）
194	29495	17	尸爆（单失明）
195	29496	17	尸爆（单失明）
196	29497	17	尸爆（单失明）
197	29498	17	尸爆（单失明）
198	29499	17	尸爆（群失明）
199	29500	17	尸爆（群失明）
200	29501	17	尸爆（群失明）
201	29502	17	尸爆（群失明）
202	29503	17	尸爆（群失明）
203	29504	17	尸爆（群失明）
204	29505	17	尸爆（群失明）
205	29506	17	尸爆（群失明）
206	29507	17	尸爆（群失明）
207	29508	17	尸爆（群失明）
208	29509	17	尸爆（群失明）
209	29510	17	尸爆（群失明）
210	29511	17	尸爆（群失明）
211	29512	17	尸爆（群失明）
212	29513	17	尸爆（群失明）
213	29514	17	尸爆（群失明）
214	29887	508	含笑半步癫 1
215	29888	508	含笑半步癫 2
216	29889	508	含笑半步癫 3
217	29890	508	含笑半步癫 4
218	29891	508	含笑半步癫 5
219	29892	508	含笑半步癫 6
220	29893	508	含笑半步癫 7
221	29894	508	含笑半步癫 8
222	29895	508	含笑半步癫 9
223	29896	508	含笑半步癫 10
224	29897	508	含笑半步癫 11
225	29898	508	含笑半步癫 12
226	29899	508	含笑半步癫 13
227	29900	508	含笑半步癫 14
228	29901	508	含笑半步癫 15
229	29902	508	含笑半步癫 16
230	29903	512	含笑半步癫(封穴)
231	1649	153	毒蟾功（失明）
232	1650	153	毒蟾功（失明）
233	1651	153	毒蟾功（失明）
234	1652	153	毒蟾功（失明）
235	1653	153	毒蟾功（失明）
236	1654	153	毒蟾功（失明）
237	1655	153	毒蟾功（失明）
238	1656	153	毒蟾功（失明）
239	1657	153	毒蟾功（失明）
240	1658	153	毒蟾功（失明）
241	1659	153	毒蟾功（失明）
242	1660	153	毒蟾功（失明）
243	16411	153	毒蟾功（失明）
244	16412	153	毒蟾功（失明）
245	16413	153	毒蟾功（失明）
246	16414	153	毒蟾功（失明）
247	1939	165	八门金锁封印(定身+散功)
248	1940	165	八门金锁封印(定身+散功)
249	1941	165	八门金锁封印(定身+散功)
250	1942	165	八门金锁封印(定身+散功)
251	1943	165	八门金锁封印(定身+散功)
252	1944	165	八门金锁封印(定身+散功)
253	1945	165	八门金锁封印(定身+散功)
254	1946	165	八门金锁封印(定身+散功)
255	1947	165	八门金锁封印(定身+散功)
256	1948	165	八门金锁封印(定身+散功)
257	1949	165	八门金锁封印(定身+散功)
258	1950	165	八门金锁封印(定身+散功)
259	16691	165	八门金锁(定身)
260	16692	165	八门金锁(定身)
261	16693	165	八门金锁(定身)
262	16694	165	八门金锁(定身)
263	1963	36	指点江山(标记虚弱伤害放大)
264	1964	36	指点江山(标记虚弱伤害放大)
265	1965	36	指点江山(标记虚弱伤害放大)
266	1966	36	指点江山(标记虚弱伤害放大)
267	1967	36	指点江山(标记虚弱伤害放大)
268	1968	36	指点江山(标记虚弱伤害放大)
269	1969	36	指点江山(标记虚弱伤害放大)
270	1970	36	指点江山(标记虚弱伤害放大)
271	1971	36	指点江山(标记虚弱伤害放大)
272	1972	36	指点江山(标记虚弱伤害放大)
273	1973	36	指点江山(标记虚弱伤害放大)
274	1974	36	指点江山(标记虚弱伤害放大)
275	16711	36	指点江山(标记虚弱伤害放大)
276	16712	36	指点江山(标记虚弱伤害放大)
277	16713	36	指点江山(标记虚弱伤害放大)
278	16714	36	指点江山(标记虚弱伤害放大)
279	7668	231	同生共死封穴
280	7669	231	同生共死封穴
281	7670	231	同生共死封穴
282	7671	231	同生共死封穴
283	7672	231	同生共死封穴
284	7673	231	同生共死封穴
285	7674	231	同生共死封穴
286	7675	231	同生共死封穴
287	7676	231	同生共死封穴
288	7677	231	同生共死封穴
289	7678	231	同生共死封穴
290	7679	231	同生共死封穴
291	17121	231	同生共死封穴
292	17122	231	同生共死封穴
293	17123	231	同生共死封穴
294	17124	231	同生共死封穴
295	2177	184	兰花点穴手(封穴)
296	2178	184	兰花点穴手(封穴)
297	2179	184	兰花点穴手(封穴)
298	2180	184	兰花点穴手(封穴)
299	2181	184	兰花点穴手(封穴)
300	2182	184	兰花点穴手(封穴)
301	2183	184	兰花点穴手(封穴)
302	2184	184	兰花点穴手(封穴)
303	2185	184	兰花点穴手(封穴)
304	2186	184	兰花点穴手(封穴)
305	2187	184	兰花点穴手(封穴)
306	2188	184	兰花点穴手(封穴)
307	16901	184	兰花点穴手(封穴)
308	16902	184	兰花点穴手(封穴)
309	16903	184	兰花点穴手(封穴)
310	16904	184	兰花点穴手(封穴)
311	2249	175	铁锁横江(定身)
312	2250	175	铁锁横江(定身)
313	2251	175	铁锁横江(定身)
314	2252	175	铁锁横江(定身)
315	2253	175	铁锁横江(定身)
316	2254	175	铁锁横江(定身)
317	2255	175	铁锁横江(定身)
318	2256	175	铁锁横江(定身)
319	2257	175	铁锁横江(定身)
320	2258	175	铁锁横江(定身)
321	2259	175	铁锁横江(定身)
322	2260	175	铁锁横江(定身)
323	16981	175	铁锁横江(定身)
324	16982	175	铁锁横江(定身)
325	16983	175	铁锁横江(定身)
326	16984	175	铁锁横江(定身)
327	2488	188	画地为牢（围困）
328	2489	188	画地为牢（围困）
329	2490	188	画地为牢（围困）
330	2491	188	画地为牢（围困）
331	2492	188	画地为牢（围困）
332	2493	188	画地为牢（围困）
333	2494	188	画地为牢（围困）
334	2495	188	画地为牢（围困）
335	2496	188	画地为牢（围困）
336	2497	188	画地为牢（围困）
337	2498	188	画地为牢（围困）
338	2499	188	画地为牢（围困）
339	17221	188	画地为牢（围困）
340	17222	188	画地为牢（围困）
341	17223	188	画地为牢（围困）
342	17224	188	画地为牢（围困）
343	2670	195	惊涛骇浪(散功)
344	2671	195	惊涛骇浪(散功)
345	2672	195	惊涛骇浪(散功)
346	2673	195	惊涛骇浪(散功)
347	2674	195	惊涛骇浪(散功)
348	2675	195	惊涛骇浪(散功)
349	2676	195	惊涛骇浪(散功)
350	2677	195	惊涛骇浪(散功)
351	2678	195	惊涛骇浪(散功)
352	2679	195	惊涛骇浪(散功)
353	2680	195	惊涛骇浪(散功)
354	2681	195	惊涛骇浪(散功)
355	17351	195	惊涛骇浪(散功)
356	17352	195	惊涛骇浪(散功)
357	17353	195	惊涛骇浪(散功)
358	17354	195	惊涛骇浪(散功)
359	2684	17	诛仙阵（失明）
360	2560	614	伤害放大状态
361	2561	614	伤害放大状态
362	2562	614	伤害放大状态
363	2563	614	伤害放大状态
364	2564	614	伤害放大状态
365	2565	614	伤害放大状态
366	2566	614	伤害放大状态
367	2567	614	伤害放大状态
368	2568	614	伤害放大状态
369	2569	614	伤害放大状态
370	2570	614	伤害放大状态
371	2571	614	伤害放大状态
372	17301	614	伤害放大状态
373	17302	614	伤害放大状态
374	17303	614	伤害放大状态
375	17304	614	伤害放大状态
376	23602	19	法宝定身1
377	23603	19	法宝定身2
378	23604	19	法宝定身3
379	23605	19	法宝定身4
380	23606	19	法宝定身5
381	23607	19	法宝定身6
382	23608	19	法宝定身7
383	23609	19	法宝定身8
384	23610	19	法宝定身9
385	23611	19	法宝定身10
386	23612	19	法宝定身11
387	23613	19	法宝定身12
388	23614	19	法宝定身13
389	23615	19	法宝定身14
390	23616	19	法宝定身15
391	23617	19	法宝定身16
392	23618	21	法宝散功1
393	23619	21	法宝散功2
394	23620	21	法宝散功3
395	23621	21	法宝散功4
396	23622	21	法宝散功5
397	23623	21	法宝散功6
398	23624	21	法宝散功7
399	23625	21	法宝散功8
400	23626	21	法宝散功9
401	23627	21	法宝散功10
402	23628	21	法宝散功11
403	23629	21	法宝散功12
404	23630	21	法宝散功13
405	23631	21	法宝散功14
406	23632	21	法宝散功15
407	23633	21	法宝散功16
408	23634	17	法宝失明1
409	23635	17	法宝失明2
410	23636	17	法宝失明3
411	23637	17	法宝失明4
412	23638	17	法宝失明5
413	23639	17	法宝失明6
414	23640	17	法宝失明7
415	23641	17	法宝失明8
416	23642	17	法宝失明9
417	23643	17	法宝失明10
418	23644	17	法宝失明11
419	23645	17	法宝失明12
420	23646	17	法宝失明13
421	23647	17	法宝失明14
422	23648	17	法宝失明15
423	23649	17	法宝失明16
424	23666	681	法宝封穴1
425	23667	681	法宝封穴2
426	23668	681	法宝封穴3
427	23669	681	法宝封穴4
428	23670	681	法宝封穴5
429	23671	681	法宝封穴6
430	23672	681	法宝封穴7
431	23673	681	法宝封穴8
432	23674	681	法宝封穴9
433	23675	681	法宝封穴10
434	23676	681	法宝封穴11
435	23677	681	法宝封穴12
436	23678	681	法宝封穴13
437	23679	681	法宝封穴14
438	23680	681	法宝封穴15
439	23681	681	法宝封穴16
440	23682	14	法宝麻痹1
441	23683	14	法宝麻痹2
442	23684	14	法宝麻痹3
443	23685	14	法宝麻痹4
444	23686	14	法宝麻痹5
445	23687	14	法宝麻痹6
446	23688	14	法宝麻痹7
447	23689	14	法宝麻痹8
448	23690	14	法宝麻痹9
449	23691	14	法宝麻痹10
450	23692	14	法宝麻痹11
451	23693	14	法宝麻痹12
452	23694	14	法宝麻痹13
453	23695	14	法宝麻痹14
454	23696	14	法宝麻痹15
455	23697	14	法宝麻痹16
456	23698	11	法宝围困1
457	23699	11	法宝围困2
458	23700	11	法宝围困3
459	23701	11	法宝围困4
460	23702	11	法宝围困5
461	23703	11	法宝围困6
462	23704	11	法宝围困7
463	23705	11	法宝围困8
464	23706	11	法宝围困9
465	23707	11	法宝围困10
466	23708	11	法宝围困11
467	23709	11	法宝围困12
468	23710	11	法宝围困13
469	23711	11	法宝围困14
470	23712	11	法宝围困15
471	23713	11	法宝围困16
472	23714	638	法宝昏睡1
473	23715	638	法宝昏睡2
474	23716	638	法宝昏睡3
475	23717	638	法宝昏睡4
476	23718	638	法宝昏睡5
477	23719	638	法宝昏睡6
478	23720	638	法宝昏睡7
479	23721	638	法宝昏睡8
480	23722	638	法宝昏睡9
481	23723	638	法宝昏睡10
482	23724	638	法宝昏睡11
483	23725	638	法宝昏睡12
484	23726	638	法宝昏睡13
485	23727	638	法宝昏睡14
486	23728	638	法宝昏睡15
487	23729	638	法宝昏睡16
488	21220	1307	醉花·芳菲时(麻痹)
489	21221	1307	醉花·芳菲时(麻痹)
490	21222	1307	醉花·芳菲时(麻痹)
491	21223	1307	醉花·芳菲时(麻痹)
492	21224	1307	醉花·芳菲时(麻痹)
493	21225	1307	醉花·芳菲时(麻痹)
494	21226	1307	醉花·芳菲时(麻痹)
495	21227	1307	醉花·芳菲时(麻痹)
496	21228	1307	醉花·芳菲时(麻痹)
497	21229	1307	醉花·芳菲时(麻痹)
498	21230	1307	醉花·芳菲时(麻痹)
499	21231	1307	醉花·芳菲时(麻痹)
500	21232	1307	醉花·芳菲时(麻痹)
501	21233	1307	醉花·芳菲时(麻痹)
502	21234	1307	醉花·芳菲时(麻痹)
503	21235	1307	醉花·芳菲时(麻痹)
504	21348	1332	如梦令（失明）
505	21431	4946	广陵散
506	21432	4946	广陵散
507	21433	4946	广陵散
508	21434	4946	广陵散
509	21435	4946	广陵散
510	21436	4946	广陵散
511	21437	4946	广陵散
512	21438	4946	广陵散
513	21439	4946	广陵散
514	21440	4946	广陵散
515	21441	4946	广陵散
516	21442	4946	广陵散
517	21443	4946	广陵散
518	21444	4946	广陵散
519	21445	4946	广陵散
520	21446	4946	广陵散
521	5417	1221	飞花·乱红深处
522	5418	1221	飞花·乱红深处
523	5419	1221	飞花·乱红深处
524	5420	1221	飞花·乱红深处
525	5421	1221	飞花·乱红深处
526	5422	1221	飞花·乱红深处
527	5423	1221	飞花·乱红深处
528	5424	1221	飞花·乱红深处
529	5425	1221	飞花·乱红深处
530	5426	1221	飞花·乱红深处
531	5427	1221	飞花·乱红深处
532	5428	1221	飞花·乱红深处
533	5429	1221	飞花·乱红深处
534	5430	1221	飞花·乱红深处
535	5431	1221	飞花·乱红深处
536	5432	1221	飞花·乱红深处
537	21252	4953	拈花·眼儿媚
538	21253	4953	拈花·眼儿媚
539	21254	4953	拈花·眼儿媚
540	21255	4953	拈花·眼儿媚
541	21256	4953	拈花·眼儿媚
542	21257	4953	拈花·眼儿媚
543	21258	4953	拈花·眼儿媚
544	21259	4953	拈花·眼儿媚
545	21260	4953	拈花·眼儿媚
546	21261	4953	拈花·眼儿媚
547	21262	4953	拈花·眼儿媚
548	21263	4953	拈花·眼儿媚
549	21264	4953	拈花·眼儿媚
550	21265	4953	拈花·眼儿媚
551	21266	4953	拈花·眼儿媚
552	21267	4953	拈花·眼儿媚
553	48824	6521	恶鬼踏江无敌加速
554	48825	6521	恶鬼踏江无敌加速
555	48826	6521	恶鬼踏江无敌加速
556	48827	6521	恶鬼踏江无敌加速
557	48828	6521	恶鬼踏江无敌加速
558	48829	6521	恶鬼踏江无敌加速
559	48830	6521	恶鬼踏江无敌加速
560	48831	6521	恶鬼踏江无敌加速
561	48832	6521	恶鬼踏江无敌加速
562	48833	6521	恶鬼踏江无敌加速
563	48834	6521	恶鬼踏江无敌加速
564	48835	6521	恶鬼踏江无敌加速
565	48836	6521	恶鬼踏江无敌加速
566	48837	6521	恶鬼踏江无敌加速
567	48838	6521	恶鬼踏江无敌加速
568	48839	6521	恶鬼踏江无敌加速
569	48680	6511	拘魂·地免伤
570	48681	6511	拘魂·地免伤
571	48682	6511	拘魂·地免伤
572	48683	6511	拘魂·地免伤
573	48684	6511	拘魂·地免伤
574	48685	6511	拘魂·地免伤
575	48686	6511	拘魂·地免伤
576	48687	6511	拘魂·地免伤
577	48688	6511	拘魂·地免伤
578	48689	6511	拘魂·地免伤
579	48690	6511	拘魂·地免伤
580	48691	6511	拘魂·地免伤
581	48692	6511	拘魂·地免伤
582	48693	6511	拘魂·地免伤
583	48694	6511	拘魂·地免伤
584	48695	6511	拘魂·地免伤
585	48744	6517	失魂·地目标削弱
586	48745	6517	失魂·地目标削弱
587	48746	6517	失魂·地目标削弱
588	48747	6517	失魂·地目标削弱
589	48748	6517	失魂·地目标削弱
590	48749	6517	失魂·地目标削弱
591	48750	6517	失魂·地目标削弱
592	48751	6517	失魂·地目标削弱
593	48752	6517	失魂·地目标削弱
594	48753	6517	失魂·地目标削弱
595	48754	6517	失魂·地目标削弱
596	48755	6517	失魂·地目标削弱
597	48756	6517	失魂·地目标削弱
598	48757	6517	失魂·地目标削弱
599	48758	6517	失魂·地目标削弱
600	48759	6517	失魂·地目标削弱
601	48696	6512	拘魂·命持续回血
602	48697	6512	拘魂·命持续回血
603	48698	6512	拘魂·命持续回血
604	48699	6512	拘魂·命持续回血
605	48700	6512	拘魂·命持续回血
606	48701	6512	拘魂·命持续回血
607	48702	6512	拘魂·命持续回血
608	48703	6512	拘魂·命持续回血
609	48704	6512	拘魂·命持续回血
610	48705	6512	拘魂·命持续回血
611	48706	6512	拘魂·命持续回血
612	48707	6512	拘魂·命持续回血
613	48708	6512	拘魂·命持续回血
614	48709	6512	拘魂·命持续回血
615	48710	6512	拘魂·命持续回血
616	48711	6512	拘魂·命持续回血
617	48712	10	拘魂·命回血
618	48713	10	拘魂·命回血
619	48714	10	拘魂·命回血
620	48715	10	拘魂·命回血
621	48716	10	拘魂·命回血
622	48717	10	拘魂·命回血
623	48718	10	拘魂·命回血
624	48719	10	拘魂·命回血
625	48720	10	拘魂·命回血
626	48721	10	拘魂·命回血
627	48722	10	拘魂·命回血
628	48723	10	拘魂·命回血
629	48724	10	拘魂·命回血
630	48725	10	拘魂·命回血
631	48726	10	拘魂·命回血
632	48727	10	拘魂·命回血
633	48760	6518	失魂·命目标减治疗
634	48761	6518	失魂·命目标减治疗
635	48762	6518	失魂·命目标减治疗
636	48763	6518	失魂·命目标减治疗
637	48764	6518	失魂·命目标减治疗
638	48765	6518	失魂·命目标减治疗
639	48766	6518	失魂·命目标减治疗
640	48767	6518	失魂·命目标减治疗
641	48768	6518	失魂·命目标减治疗
642	48769	6518	失魂·命目标减治疗
643	48770	6518	失魂·命目标减治疗
644	48771	6518	失魂·命目标减治疗
645	48772	6518	失魂·命目标减治疗
646	48773	6518	失魂·命目标减治疗
647	48774	6518	失魂·命目标减治疗
648	48775	6518	失魂·命目标减治疗
649	48664	6510	拘魂·天增伤
650	48665	6510	拘魂·天增伤
651	48666	6510	拘魂·天增伤
652	48667	6510	拘魂·天增伤
653	48668	6510	拘魂·天增伤
654	48669	6510	拘魂·天增伤
655	48670	6510	拘魂·天增伤
656	48671	6510	拘魂·天增伤
657	48672	6510	拘魂·天增伤
658	48673	6510	拘魂·天增伤
659	48674	6510	拘魂·天增伤
660	48675	6510	拘魂·天增伤
661	48676	6510	拘魂·天增伤
662	48677	6510	拘魂·天增伤
663	48678	6510	拘魂·天增伤
664	48679	6510	拘魂·天增伤
665	48728	6516	失魂·天目标削弱
666	48729	6516	失魂·天目标削弱
667	48730	6516	失魂·天目标削弱
668	48731	6516	失魂·天目标削弱
669	48732	6516	失魂·天目标削弱
670	48733	6516	失魂·天目标削弱
671	48734	6516	失魂·天目标削弱
672	48735	6516	失魂·天目标削弱
673	48736	6516	失魂·天目标削弱
674	48737	6516	失魂·天目标削弱
675	48738	6516	失魂·天目标削弱
676	48739	6516	失魂·天目标削弱
677	48740	6516	失魂·天目标削弱
678	48741	6516	失魂·天目标削弱
679	48742	6516	失魂·天目标削弱
680	48743	6516	失魂·天目标削弱
681	48840	6522	锁魂斩封印
682	48841	6522	锁魂斩封印
683	48842	6522	锁魂斩封印
684	48843	6522	锁魂斩封印
685	48844	6522	锁魂斩封印
686	48845	6522	锁魂斩封印
687	48846	6522	锁魂斩封印
688	48847	6522	锁魂斩封印
689	48848	6522	锁魂斩封印
690	48849	6522	锁魂斩封印
691	48850	6522	锁魂斩封印
692	48851	6522	锁魂斩封印
693	48852	6522	锁魂斩封印
694	48853	6522	锁魂斩封印
695	48854	6522	锁魂斩封印
696	48855	6522	锁魂斩封印
