INT	STRING	INT
492	大法	1
493	法轮大法	1
494	圆满	1
495	自焚	1
496	政治	1
497	国民党	1
498	邓小平	1
499	拉登	1
500	李洪志	1
501	李宏志	1
502	李红志	1
503	李鹏	1
504	毛泽东	1
505	萨达姆	1
506	周恩来	1
507	温家宝	1
508	希特勒	1
509	墨索里尼	1
510	山本五十六	1
511	东条英机	1
512	天皇	1
513	立法委员	1
514	民国	1
515	青天白日	1
516	三民主义	1
517	台湾	1
518	中央人民共和国	1
519	国务院	1
520	党中央	1
521	中央军委	1
522	主义	1
523	封建	1
524	靖国	1
525	神社	1
526	法西斯	1
527	纳粹	1
528	盖世太保	1
529	集中营	1
530	恐怖	1
531	贪污	1
532	腐败	1
533	杀人	1
534	抢劫	1
535	吸毒	1
536	毒品	1
537	犯罪	1
538	福尔摩莎	1
539	张潮阳	1
540	告示	1
541	工作人员	1
542	好消息	1
543	客服	1
544	客户服务	1
545	中奖	1
546	礼品	1
547	赠品	1
548	派送	1
549	发送	1
550	发奖	1
551	派发	1
552	抽奖	1
553	同性恋	1
554	变态	1
555	娼妓	1
556	妓女	1
557	淫	1
558	你妈	1
559	强奸	1
560	傻逼	1
561	牛逼	1
562	%国民党%	1
563	%江%泽%民%	1
564	%江%贼%民%	1
565	%江%择%民%	1
566	%胡%锦%涛%	1
567	%胡%紧%掏%	1
568	%胡%紧%套%	1
569	胡XX	1
570	%朱%容%基%	1
571	%朱%容%鸡%	1
572	%猪%容%基%	1
573	%李%鹏%	1
574	%李%岚%清%	1
575	%温%家%宝%	1
576	%乔%石%	1
577	%黄%菊%	1
578	%曾%庆%红%	1
579	%贾%庆%林%	1
580	%王%宝%森%	1
581	%董%建%华%	1
582	%董%贱%华%	1
583	%何%候%华%	1
584	%强%卫%	1
585	%罗%干%	1
586	%骡%干%	1
587	%毛%泽%东%	1
588	毛XX	1
589	%邓%小%平%	1
590	%周%恩%来%	1
591	%林%彪%	1
592	%江%青%	1
593	布什	1
594	普京	1
595	本·拉登	1
596	安南	1
597	黄飞鸿	1
598	孙楠	1
599	晚年周恩来	1
600	gc365	1
601	官逼民反	1
602	一党专制	1
603	共匪	1
604	中共	1
605	警匪一家	1
606	三个代婊	1
607	万税	1
608	卖.国	1
609	卖国	1
610	六月四日	1
611	六.四	1
612	6月4日	1
613	天安门档案	1
614	FLG	1
615	F.L.G	1
616	大法弟子	1
617	多维新闻	1
618	大%FA弟%子	1
619	李宏旨	1
620	李弘旨	1
621	梅花网	1
622	动乱	1
623	暴乱	1
624	八九	1
625	法%轮%功	1
626	%六%四%	1
627	liusi	1
628	真相	1
629	一个事实	1
630	游行	1
631	民主	1
632	4.25	1
633	回教	1
634	伊斯兰	1
635	穆斯林	1
636	社. 会. 正. 义. 力. 量	1
637	法(轮)功	1
638	劳+教+所	1
639	台独	1
640	台湾独立	1
641	陈水扁	1
642	李登辉	1
643	东亚病夫	1
644	大东亚共荣	1
645	%6%4%	1
646	政变	1
647	镇压	1
648	反动	1
649	敬国神社	1
650	中华民国	1
651	中华人民共和国	1
652	卖党求荣	1
653	卖国求荣	1
654	红卫兵	1
655	十年动乱	1
656	反革命	1
657	转法轮	1
658	东突	1
659	东突组织	1
660	分裂祖国	1
661	莫索里尼	1
662	军国主义	1
663	%8%9%	1
664	china	1
665	四人帮	1
666	天皇陛下	1
667	邪教	1
668	基地组织	1
669	乳头	1
670	火棒	1
671	肉棍子	1
672	阴户	1
673	湿透的内裤	1
674	两腿之间	1
675	欲火焚身	1
676	插深些	1
677	硬挺	1
678	阳精	1
679	口交	1
680	肛交	1
681	阴唇	1
682	小肉粒	1
683	阴毛	1
684	阴核	1
685	干你	1
686	操比	1
687	操逼	1
688	后庭	1
689	双峰微颤	1
690	贝肉	1
691	玉杵	1
692	密洞	1
693	抽插	1
694	乳波臀浪	1
695	淫语连连	1
696	小穴	1
697	圣女峰	1
698	乳交	1
699	打飞机	1
700	想上你	1
701	狗日	1
702	操你妈	1
703	鸡奸	1
704	妈逼	1
705	日你妈	1
706	性交	1
707	性爱	1
708	做爱	1
709	轮奸	1
710	淫荡	1
711	荡妇	1
712	奸夫淫妇	1
713	波霸	1
714	大波波	1
715	乳房	1
716	奶头	1
717	奶子	1
718	鸡鸡	1
719	肉洞	1
720	阴茎	1
721	操XX	1
722	性虐待	1
723	2逼	1
724	你大爷	1
725	你二大爷	1
726	抽你丫的	1
727	你姥姥的	1
728	你爷爷的	1
729	你妈的	1
730	手淫	1
731	三陪	1
732	三陪女	1
733	坐台的	1
734	淫欲	1
735	操你八辈祖宗	1
736	贱人	1
737	淫贱	1
738	推油	1
739	淫叫	1
740	肛门	1
741	屁眼	1
742	肉穴	1
743	生孩子没屁眼	1
744	弓虽女干	1
745	睾丸	1
746	月经不调	1
747	受虐狂	1
748	射精	1
749	吃屎	1
750	吃大便	1
751	逼毛	1
752	比毛	1
753	叫鸡	1
754	叫小姐	1
755	性欲	1
756	SM	1
757	TNND	1
758	TMD	1
759	NND	1
760	SB	1
761	BC	1
762	SHIT	1
763	SUCK	1
764	DICK	1
765	ASS	1
766	PUSSY	1
767	FUCK YOU	1
768	game master	1
769	ｇｍ	1
770	ＧＡＭＥ　ｍａｓｔｅｒ	1
771	%刀%剑%	1
772	%管%理%员%	1
773	%东%亚%圣战%	1
774	%李%宏%志	1
775	%张%朝%陽%	1
776	系統消息	1
777	系统提示	1
778	系統提示	1
779	温馨提示	1
780	系統信息	1
781	十七大	1
782	开利财经	1
783	宋平	1
784	省市换班	1
785	胡温	1
786	霍英东	1
787	系統	1
788	$G	1
789	$R	1
790	$N	1
791	信息	3
792	获奖	3
793	颁奖	3
794	客户	3
795	送礼	3
796	派放	3
797	温馨	3
798	www	1
799	．com	1
800	。com	1
801	，com	1
802	,com	1
803	．net	1
804	。net	1
805	，net	1
806	,net	1
807	．org	1
808	。org	1
809	，org	1
810	,org	1
811	．edu	1
812	。edu	1
813	，edu	1
814	,edu	1
815	．gov	1
816	。gov	1
817	，gov	1
818	,gov	1
819	慰安妇	1
820	支那	1
821	汉奸	1
822	皇军	1
823	在线	3
824	汀汀	3
825	阿紫	2
826	巴天石	2
827	白萌生	2
828	白颖明	2
829	白颖中	2
830	宝珠	2
831	北条忠胜	2
832	毕昇	2
833	蔡卞	2
834	蔡丙臣	2
835	蔡京	2
836	陈夫之	2
837	陈寿庭	2
838	陈先生	2
839	陈永仁	2
840	程安	2
841	程颢	2
842	程颐	2
843	褚先生	2
844	春儿	2
845	单正	2
846	董昌	2
847	冬冬	2
848	窦梧桐	2
849	范纯仁	2
850	范统	2
851	范移城	2
852	风胡子	2
853	冯先生	2
854	冯铸铁	2
855	符敏之	2
856	盖千鸣	2
857	高俅	2
858	龚彩丽	2
859	关汉寿	2
860	关胜	2
861	郭天信	2
862	韩银叶	2
863	何灵芝	2
864	何生财	2
865	何生富	2
866	赫连铁树	2
867	花仙	2
868	怀丙	2
869	贾威信	2
870	贾作珍	2
871	姜鲤	2
872	姜渔	2
873	金六爷	2
874	金左焕	2
875	康敏	2
876	柯柏仁	2
877	孔宗渊	2
878	郎夫人	2
879	雷横	2
880	李大嘴	2
881	李妈妈	2
882	李师师	2
883	林金龙	2
884	刘光世	2
885	刘健明	2
886	刘亦农	2
887	柳复生	2
888	龙霸天	2
889	龙三少	2
890	吕惠卿	2
891	努儿海	2
892	裴宣	2
893	彭怀玉	2
894	朴明善	2
895	蔷薇	2
896	乔复盛	2
897	乔清盛	2
898	乔致广	2
899	邱行洛	2
900	裘兴	2
901	芮福祥	2
902	书僮	2
903	司马光	2
904	苏辙	2
905	谭公	2
906	谭婆	2
907	陶得宝	2
908	藤原佐为	2
909	田骁鸣	2
910	童贯	2
911	汪旱	2
912	王德富	2
913	王德贵	2
914	王积薪	2
915	薛铜锤	2
916	卫先生	2
917	吴德昌	2
918	伍丁	2
919	武田信昌	2
920	喜来乐	2
921	夏侯仁	2
922	萧奉先	2
923	徐惊雷	2
924	严百草	2
925	颜如玉	2
926	燕青	2
927	燕如雪	2
928	杨时	2
929	杨熙平	2
930	杨铮	2
931	耶律大石	2
932	业凡	2
933	业空	2
934	游酢	2
935	游坦之	2
936	于九莲	2
937	月老	2
938	云涵儿	2
939	云渺渺	2
940	云清清	2
941	张伯智	2
942	张浚	2
943	张明景	2
944	章惇	2
945	赵明诚	2
946	赵钱孙	2
947	甄唯思	2
948	智光大师	2
949	智清大师	2
950	周邦彦	2
951	朱仝	2
952	诸葛孔亮	2
953	宗喀班	2
954	宗喀达	2
955	宗赞	2
956	阿碧	2
957	艾虎	2
958	包不同	2
959	包世荣	2
960	曹伙计	2
961	晁补之	2
962	陈季常	2
963	程远志	2
964	楚衍	2
965	邓百川	2
966	范大成	2
967	风波恶	2
968	公冶乾	2
969	贺铸	2
970	呼延豹	2
971	胡繁	2
972	花剑雨	2
973	华伙计	2
974	蒋平	2
975	孔伙计	2
976	老顾	2
977	李乘风	2
978	李乐施	2
979	梁师成	2
980	林和靖	2
981	柳金蟾	2
982	柳月虹	2
983	陆士铮	2
984	慕容复	2
985	欧阳修	2
986	欧冶子	2
987	潘浚	2
988	庞安时	2
989	庞葱	2
990	平沙雁	2
991	钱宏宇	2
992	沈澄	2
993	施妆	2
994	苏剑岭	2
995	苏轼	2
996	苏双	2
997	隋豹鸣	2
998	孙山	2
999	孙子羽	2
1000	王安石	2
1001	王夫人	2
1002	王珪	2
1003	王审芝	2
1004	魏汉津	2
1005	魏真	2
1006	文彦博	2
1007	吴玠	2
1008	夏遂良	2
1009	小高	2
1010	谢尚	2
1011	薛菲	2
1012	薛烛	2
1013	雪竹莲	2
1014	严伙计	2
1015	颜查散	2
1016	余化龙	2
1017	雨墨	2
1018	于倩倩	2
1019	岳常圆	2
1020	云霏霏	2
1021	曾巩	2
1022	曾三省	2
1023	张进宝	2
1024	张耒	2
1025	张树茂	2
1026	张小河	2
1027	张小泉	2
1028	张弈国	2
1029	张择端	2
1030	郑天寿	2
1031	智化	2
1032	周敦颐	2
1033	朱丹臣	2
1034	朱防风	2
1035	朱锋	2
1036	祝三念	2
1037	左季高	2
1038	左无双	2
1039	白崇义	2
1040	白展元	2
1041	程青霜	2
1042	初击平	2
1043	褚万里	2
1044	崔百泉	2
1045	崔逢九	2
1046	澹台子羽	2
1047	刀白凤	2
1048	都大爽	2
1049	杜子飞	2
1050	杜子腾	2
1051	段延庆	2
1052	段正淳	2
1053	段正明	2
1054	范骅	2
1055	凤朝阳	2
1056	傅当归	2
1057	傅思归	2
1058	甘宝宝	2
1059	高升泰	2
1060	高升祥	2
1061	阁罗厄	2
1062	阁罗鲁	2
1063	阁罗善	2
1064	阁罗适	2
1065	阁罗兀	2
1066	阁罗伊	2
1067	公孙大叔	2
1068	龚彩云	2
1069	古笃诚	2
1070	过三锤	2
1071	过彦之	2
1072	海风子	2
1073	韩永安	2
1074	何伙计	2
1075	华赫艮	2
1076	黄公道	2
1077	黄绫波	2
1078	黄眉僧	2
1079	慧易	2
1080	简宁	2
1081	金五爷	2
1082	兰兰	2
1083	李工部	2
1084	刘寄奴	2
1085	卢三七	2
1086	鲁明月	2
1087	路三娘	2
1088	吕伙计	2
1089	栾彪	2
1090	栾虎	2
1091	米芾	2
1092	木婉清	2
1093	穆子陵	2
1094	聂政	2
1095	欧阳大叔	2
1096	破贪	2
1097	蒲良	2
1098	钱龙	2
1099	秦伙计	2
1100	芮斯	2
1101	申情	2
1102	沈含香	2
1103	沈括	2
1104	施伙计	2
1105	石宝	2
1106	孙八爷	2
1107	谭景天	2
1108	陶先秋	2
1109	天仙妹妹	2
1110	童化铁	2
1111	王若禹	2
1112	王韶	2
1113	王颖	2
1114	夏青青	2
1115	小钗	2
1116	小乞丐	2
1117	许伙计	2
1118	杨百里	2
1119	杨千里	2
1120	杨十里	2
1121	叶二娘	2
1122	尤伙计	2
1123	余助之	2
1124	云飘飘	2
1125	云中鹤	2
1126	张伙计	2
1127	张获	2
1128	张灵均	2
1129	张世平	2
1130	赵天师	2
1131	钟万仇	2
1132	周仓	2
1133	朱伙计	2
1134	柴进	2
1135	丁励	2
1136	丁缅	2
1137	陆凝霜	2
1138	陆松	2
1139	门墩	2
1140	索琳	2
1141	萧让	2
1142	曹纯	2
1143	呼延庆	2
1144	寇循	2
1145	李纲	2
1146	倪云	2
1147	齐煞云	2
1148	阮星竹	2
1149	方光智	2
1150	干光豪	2
1151	葛光佩	2
1152	龚光杰	2
1153	侯光英	2
1154	贾光达	2
1155	李光碧	2
1156	芦苇草人	2
1157	马五德	2
1158	孙光亮	2
1159	王奎	2
1160	王小丫	2
1161	辛双清	2
1162	薛大妈	2
1163	薛运来	2
1164	余光彦	2
1165	钟灵	2
1166	左子穆	2
1167	姜北	2
1168	姜桂芝	2
1169	姜末	2
1170	姜南	2
1171	时迈	2
1172	时迁	2
1173	晏畿道	2
1174	曹延惠	2
1175	曹延寿	2
1176	回鹘王女	2
1177	鸠摩智	2
1178	李重贵	2
1179	杨文广	2
1180	赵行德	2
1181	周德兴	2
1182	朱王礼	2
1183	方玄劳	2
1184	洪彩云	2
1185	慧方	2
1186	慧轮	2
1187	慕容博	2
1188	潘玄耕	2
1189	扫地老僧	2
1190	卫玄望	2
1191	萧远山	2
1192	玄澄	2
1193	玄慈	2
1194	玄渡	2
1195	玄寂	2
1196	玄灭	2
1197	玄鸣	2
1198	玄难	2
1199	玄生	2
1200	玄证	2
1201	知客僧	2
1202	白世镜	2
1203	陈孤雁	2
1204	佛印	2
1205	洪通	2
1206	蒋光亭	2
1207	李日越	2
1208	刘竹庄	2
1209	欧阳果	2
1210	全冠清	2
1211	上官长雨	2
1212	宋慈	2
1213	吴长风	2
1214	吴雪娇	2
1215	奚三祁	2
1216	张全祥	2
1217	知客丐	2
1218	仇道人	2
1219	邓元觉	2
1220	方百花	2
1221	方腊	2
1222	方七佛	2
1223	方天定	2
1224	厉天佑	2
1225	林世长	2
1226	林岩	2
1227	吕师襄	2
1228	玛拉	2
1229	庞万春	2
1230	石刚	2
1231	余道安	2
1232	知客护卫	2
1233	程若清	2
1234	鹤云道人	2
1235	黄裳	2
1236	静初散人	2
1237	九天神鹤	2
1238	林灵素	2
1239	莫太冲	2
1240	宁虚散人	2
1241	青冥神鹤	2
1242	无极神鹤	2
1243	萧天逸	2
1244	俞远山	2
1245	张函芝	2
1246	张君慕	2
1247	张君羡	2
1248	张玄素	2
1249	张中行	2
1250	知客道人	2
1251	本参	2
1252	本凡	2
1253	本观	2
1254	本名	2
1255	本相	2
1256	本因	2
1257	何红绫	2
1258	林国清	2
1259	破嗔	2
1260	破痴	2
1261	齐归蝶	2
1262	桑飞燕	2
1263	盛如兰	2
1264	伍忠	2
1265	杨白牛	2
1266	杨青牛	2
1267	范百龄	2
1268	冯阿三	2
1269	公冶子长	2
1270	苟读	2
1271	康广陵	2
1272	李傀儡	2
1273	木人傀儡	2
1274	秦观	2
1275	石甘霖	2
1276	石清露	2
1277	石人傀儡	2
1278	苏星河	2
1279	铜人傀儡	2
1280	吴领军	2
1281	知客弟子	2
1282	崔绿华	2
1283	佛光凤凰	2
1284	韩映雪	2
1285	扈三娘	2
1286	金顶凤凰	2
1287	李十二娘	2
1288	灵泉凤凰	2
1289	柳三妹	2
1290	孟龙	2
1291	孟青青	2
1292	孙二娘	2
1293	桃花仙	2
1294	桃叶仙	2
1295	桃枝仙	2
1296	万年凤凰	2
1297	萧湘水	2
1298	萧湘玉	2
1299	小茗	2
1300	小诗	2
1301	杨四娘	2
1302	出尘子	2
1303	大理药篓子	2
1304	丁春秋	2
1305	韩世忠	2
1306	红玉	2
1307	破军子	2
1308	契丹药篓子	2
1309	施全	2
1310	狮吼子	2
1311	天狼子	2
1312	天璇子	2
1313	天鹰子	2
1314	王彦	2
1315	西域药篓子	2
1316	摘星子	2
1317	邓婆	2
1318	符敏仪	2
1319	菊剑	2
1320	兰剑	2
1321	芦雨亭	2
1322	梅剑	2
1323	任飞虹	2
1324	石嫂	2
1325	乌老大	2
1326	余婆	2
1327	知客使	2
1328	竹剑	2
1329	寇封	2
1330	骆奉仙	2
1331	马承倩	2
1332	马植	2
1333	秦伯起	2
1334	耶律莫哥	2
1335	种世衡	2
1336	周无畏	2
1337	鲁平	2
1338	苗庆	2
1339	穆岛	2
1340	曲端	2
1341	耶律余睹	2
1342	阿菲	2
1343	阿林	2
1344	端木元	2
1345	老烈头	2
1346	阮诚	2
1347	阮老太太	2
1348	阮实	2
1349	萧蔷	2
1350	阿史那默谷	2
1351	巴图	2
1352	白狼王	2
1353	伯颜	2
1354	博尔伦	2
1355	剑定	2
1356	李通	2
1357	刘季	2
1358	龙胜	2
1359	轻甲莽盖	2
1360	萧允	2
1361	耶律金	2
1362	纥石烈阿疏	2
1363	徒单福晋	2
1364	完颜阿骨打	2
1365	完颜讹里朵	2
1366	完颜呵里布	2
1367	完颜斡离不	2
1368	完颜吴乞买	2
1369	完颜兀术	2
1370	完颜盈哥	2
1371	完颜粘没喝	2
1372	萧方智	2
1373	符夕颜	2
1374	洪霸	2
1375	霍斯	2
1376	刘傲天	2
1377	慕容天狼	2
1378	拓跋文	2
1379	宇文苏	2
1380	刀琅玕	2
1381	刀尧	2
1382	刀璎珞	2
1383	简丁	2
1384	萨宁	2
1385	贝尔	2
1386	迪亚	2
1387	莫菲	2
1388	萨都	2
1389	萨鲁	2
1390	萨玛	2
1391	萨桑	2
1392	萨雪	2
1393	阿支	2
1394	梁阿婆	2
1395	秦红棉	2
1396	杨莲子	2
1397	杨铁信	2
1398	郑圆	2
1399	郑君可	2
1400	郑玄	2
1401	阿黑	2
1402	阿依娜	2
1403	古鲁拉	2
1404	索姆拉	2
1405	阿瓦	2
1406	阿旺	2
1407	白景武	2
1408	白兰	2
1409	图巴鲁	2
1410	兀骨突	2
1411	扬明	2
1412	阿会南	2
1413	阿松	2
1414	阿雨	2
1415	厄修罗	2
1416	古汉	2
1417	洪天	2
1418	石钟岩	2
1419	金大坚	2
1420	马汉	2
1421	苏飞	2
1422	王朝	2
1423	张叔夜	2
1424	阿青	2
1425	常归云	2
1426	法河	2
1427	法湖	2
1428	法江	2
1429	法念	2
1430	雷焕	2
1431	翁伯之	2
1432	翁季之	2
1433	翁叔之	2
1434	芙蓉	2
1435	含笑	2
1436	涧汀	2
1437	千年冰魄	2
1438	曲阳	2
1439	水仙	2
1440	忘尘	2
1441	紫薇	2
1442	冬刺	2
1443	甘草	2
1444	荆棘	2
1445	克里斯蒂安	2
1446	棚民	2
1447	沈万三	2
1448	银叶	2
1449	月季	2
1450	丁涟漪	2
1451	李老太太	2
1452	石敢当	2
1453	石老人	2
1454	叶流凡	2
1455	岳不平	2
1456	岳仲秋	2
1457	洪龙	2
1458	凌忆慈	2
1459	裘老七	2
1460	悠悠	2
1461	元子衿	2
1462	岳老三	2
1463	孟婆	2
1464	归佳	2
1465	胡德海	2
1466	护宝神兽	2
1467	孙德龙	2
1468	姚夫	2
1469	姚公	2
1470	姚伯	2
1471	姚仲	2
1472	木桶伯	2
1473	姚叔	2
1474	郭底辉	2
1475	桃根仙	2
1476	桃实仙	2
1477	丁波浪	2
1478	李若水	2
1479	王思嘉	2
1480	杨元	2
1481	宇文氏	2
1482	郑杨	2
1483	古里赤	2
1484	盐湖	2
1485	银皑雪原	2
1486	嵩山封禅台	2
1487	牡丹碗	2
1488	蹴鞠十三妹孙美美	2
1489	新疆独立	1
1490	新疆 独立	1
1491	台湾 独立	1
1492	台 湾 独 立	1
1493	台湾万岁	1
1494	台湾 万岁	1
1495	台 湾 万 岁	1
1496	新 疆 独 立	1
1497	西藏独立	1
1498	西藏 独立	1
1499	西 藏 独 立	1
1500	幸运玩家	1
