INT	INT	INT	INT	INT	INT	INT	INT	INT	INT
74	250000	38002623	50	500000	38002623	100	1000000	38002623	200
75	250000	38002623	50	500000	38002623	100	1000000	38002623	200
76	250000	38002623	50	500000	38002623	100	1000000	38002623	200
77	250000	38002623	50	500000	38002623	100	1000000	38002623	200
78	250000	38002623	50	500000	38002623	100	1000000	38002623	200
79	250000	38002623	50	500000	38002623	100	1000000	38002623	200
80	250000	38002623	50	500000	38002623	100	1000000	38002623	200
81	250000	38002623	50	500000	38002623	100	1000000	38002623	200
82	250000	38002623	50	500000	38002623	100	1000000	38002623	200
83	250000	38002623	50	500000	38002623	100	1000000	38002623	200
84	250000	38002623	50	500000	38002623	100	1000000	38002623	200
85	250000	38002623	50	500000	38002623	100	1000000	38002623	200
86	250000	38002623	50	500000	38002623	100	1000000	38002623	200
87	250000	38002623	50	500000	38002623	100	1000000	38002623	200
88	250000	38002623	50	500000	38002623	100	1000000	38002623	200
89	250000	38002623	50	500000	38002623	100	1000000	38002623	200
90	250000	38002623	50	500000	38002623	100	1000000	38002623	200
91	250000	38002623	50	500000	38002623	100	1000000	38002623	200
92	250000	38002623	50	500000	38002623	100	1000000	38002623	200
93	250000	38002623	50	500000	38002623	100	1000000	38002623	200
94	250000	38002623	50	500000	38002623	100	1000000	38002623	200
95	250000	38002623	50	500000	38002623	100	1000000	38002623	200
96	250000	38002623	50	500000	38002623	100	1000000	38002623	200
97	250000	38002623	50	500000	38002623	100	1000000	38002623	200
98	250000	38002623	50	500000	38002623	100	1000000	38002623	200
99	250000	38002623	50	500000	38002623	100	1000000	38002623	200
100	250000	38002623	50	500000	38002623	100	1000000	38002623	200
101	250000	38002623	50	500000	38002623	100	1000000	38002623	200
102	250000	38002623	50	500000	38002623	100	1000000	38002623	200
103	250000	38002623	50	500000	38002623	100	1000000	38002623	200
104	250000	38002623	50	500000	38002623	100	1000000	38002623	200
105	250000	38002623	50	500000	38002623	100	1000000	38002623	200
106	0	0	0	0	0	0	0	0	0
107	0	0	0	0	0	0	0	0	0
108	250000	38002623	50	500000	38002623	100	1000000	38002623	200
109	250000	38002623	50	500000	38002623	100	1000000	38002623	200
110	250000	38002623	50	500000	38002623	100	1000000	38002623	200
111	250000	38002623	50	500000	38002623	100	1000000	38002623	200
112	250000	38002623	50	500000	38002623	100	1000000	38002623	200
113	250000	38002623	50	500000	38002623	100	1000000	38002623	200
114	250000	38002623	50	500000	38002623	100	1000000	38002623	200
115	250000	38002623	50	500000	38002623	100	1000000	38002623	200
116	250000	38002623	50	500000	38002623	100	1000000	38002623	200
117	250000	38002623	50	500000	38002623	100	1000000	38002623	200
118	250000	38002623	50	500000	38002623	100	1000000	38002623	200
119	250000	38002623	50	500000	38002623	100	1000000	38002623	200
120	250000	38002623	50	500000	38002623	100	1000000	38002623	200
121	250000	38002623	50	500000	38002623	100	1000000	38002623	200
122	250000	38002623	50	500000	38002623	100	1000000	38002623	200
123	250000	38002623	50	500000	38002623	100	1000000	38002623	200
124	250000	38002623	50	500000	38002623	100	1000000	38002623	200
125	250000	38002623	50	500000	38002623	100	1000000	38002623	200
126	250000	38002623	50	500000	38002623	100	1000000	38002623	200
127	250000	38002623	50	500000	38002623	100	1000000	38002623	200
128	250000	38002623	50	500000	38002623	100	1000000	38002623	200
129	250000	38002623	50	500000	38002623	100	1000000	38002623	200
130	250000	38002623	50	500000	38002623	100	1000000	38002623	200
131	250000	38002623	50	500000	38002623	100	1000000	38002623	200
132	250000	38002623	50	500000	38002623	100	1000000	38002623	200
133	250000	38002623	50	500000	38002623	100	1000000	38002623	200
134	250000	38002623	50	500000	38002623	100	1000000	38002623	200
135	250000	38002623	50	500000	38002623	100	1000000	38002623	200
136	250000	38002623	50	500000	38002623	100	1000000	38002623	200
137	250000	38002623	50	500000	38002623	100	1000000	38002623	200
138	250000	38002623	50	500000	38002623	100	1000000	38002623	200
139	250000	38002623	50	500000	38002623	100	1000000	38002623	200
140	250000	38002623	50	500000	38002623	100	1000000	38002623	200
141	250000	38002623	50	500000	38002623	100	1000000	38002623	200
142	250000	38002623	50	500000	38002623	100	1000000	38002623	200
143	250000	38002623	50	500000	38002623	100	1000000	38002623	200
144	250000	38002623	50	500000	38002623	100	1000000	38002623	200
145	250000	38002623	50	500000	38002623	100	1000000	38002623	200
146	250000	38002623	50	500000	38002623	100	1000000	38002623	200
147	250000	38002623	50	500000	38002623	100	1000000	38002623	200
148	250000	38002623	50	500000	38002623	100	1000000	38002623	200
149	250000	38002623	50	500000	38002623	100	1000000	38002623	200
150	250000	38002623	50	500000	38002623	100	1000000	38002623	200
151	250000	38002623	50	500000	38002623	100	1000000	38002623	200
152	250000	38002623	50	500000	38002623	100	1000000	38002623	200
153	250000	38002623	50	500000	38002623	100	1000000	38002623	200
154	250000	38002623	50	500000	38002623	100	1000000	38002623	200
155	250000	38002623	50	500000	38002623	100	1000000	38002623	200
156	250000	38002623	50	500000	38002623	100	1000000	38002623	200
157	250000	38002623	50	500000	38002623	100	1000000	38002623	200
158	250000	38002623	50	500000	38002623	100	1000000	38002623	200
159	250000	38002623	50	500000	38002623	100	1000000	38002623	200
160	250000	38002623	50	500000	38002623	100	1000000	38002623	200
161	250000	38002623	50	500000	38002623	100	1000000	38002623	200
162	250000	38002623	50	500000	38002623	100	1000000	38002623	200
163	250000	38002623	50	500000	38002623	100	1000000	38002623	200
164	250000	38002623	50	500000	38002623	100	1000000	38002623	200
165	250000	38002623	50	500000	38002623	100	1000000	38002623	200
166	250000	38002623	50	500000	38002623	100	1000000	38002623	200
167	250000	38002623	50	500000	38002623	100	1000000	38002623	200
168	250000	38002623	50	500000	38002623	100	1000000	38002623	200
169	250000	38002623	50	500000	38002623	100	1000000	38002623	200
170	250000	38002623	50	500000	38002623	100	1000000	38002623	200
171	250000	38002623	50	500000	38002623	100	1000000	38002623	200
172	250000	38002623	50	500000	38002623	100	1000000	38002623	200
173	250000	38002623	50	500000	38002623	100	1000000	38002623	200
174	250000	38002623	50	500000	38002623	100	1000000	38002623	200
175	250000	38002623	50	500000	38002623	100	1000000	38002623	200
176	250000	38002623	50	500000	38002623	100	1000000	38002623	200
177	250000	38002623	50	500000	38002623	100	1000000	38002623	200
178	250000	38002623	50	500000	38002623	100	1000000	38002623	200
179	250000	38002623	50	500000	38002623	100	1000000	38002623	200
180	250000	38002623	50	500000	38002623	100	1000000	38002623	200
181	250000	38002623	50	500000	38002623	100	1000000	38002623	200
182	250000	38002623	50	500000	38002623	100	1000000	38002623	200
183	250000	38002623	50	500000	38002623	100	1000000	38002623	200
184	250000	38002623	50	500000	38002623	100	1000000	38002623	200
185	250000	38002623	50	500000	38002623	100	1000000	38002623	200
186	250000	38002623	50	500000	38002623	100	1000000	38002623	200
187	250000	38002623	50	500000	38002623	100	1000000	38002623	200
188	250000	38002623	50	500000	38002623	100	1000000	38002623	200
189	250000	38002623	50	500000	38002623	100	1000000	38002623	200
190	250000	38002623	50	500000	38002623	100	1000000	38002623	200
191	250000	38002623	50	500000	38002623	100	1000000	38002623	200
192	250000	38002623	50	500000	38002623	100	1000000	38002623	200
193	250000	38002623	50	500000	38002623	100	1000000	38002623	200
194	250000	38002623	50	500000	38002623	100	1000000	38002623	200
195	250000	38002623	50	500000	38002623	100	1000000	38002623	200
196	250000	38002623	50	500000	38002623	100	1000000	38002623	200
197	250000	38002623	50	500000	38002623	100	1000000	38002623	200
198	250000	38002623	50	500000	38002623	100	1000000	38002623	200
199	250000	38002623	50	500000	38002623	100	1000000	38002623	200
200	250000	38002623	50	500000	38002623	100	1000000	38002623	200
201	250000	38002623	50	500000	38002623	100	1000000	38002623	200
202	250000	38002623	50	500000	38002623	100	1000000	38002623	200
203	250000	38002623	50	500000	38002623	100	1000000	38002623	200
204	250000	38002623	50	500000	38002623	100	1000000	38002623	200
205	250000	38002623	50	500000	38002623	100	1000000	38002623	200
206	250000	38002623	50	500000	38002623	100	1000000	38002623	200
207	250000	38002623	50	500000	38002623	100	1000000	38002623	200
208	250000	38002623	50	500000	38002623	100	1000000	38002623	200
209	250000	38002623	50	500000	38002623	100	1000000	38002623	200
210	250000	38002623	50	500000	38002623	100	1000000	38002623	200
211	250000	38002623	50	500000	38002623	100	1000000	38002623	200
212	250000	38002623	50	500000	38002623	100	1000000	38002623	200
213	250000	38002623	50	500000	38002623	100	1000000	38002623	200
214	250000	38002623	50	500000	38002623	100	1000000	38002623	200
215	250000	38002623	50	500000	38002623	100	1000000	38002623	200
216	250000	38002623	50	500000	38002623	100	1000000	38002623	200
