INT	STRING	INT	INT	INT	INT	INT	INT	STRING	INT	INT
44	Phø trþ(c¤p b§c 44)	27597	234490	0	0	0	50	Không	0	0
45	Phø trþ(c¤p b§c 45)	29838	254898	0	0	0	50	Không	0	0
46	Phø trþ(c¤p b§c 46)	32214	276480	0	0	0	50	Không	0	0
47	Phø trþ(c¤p b§c 47)	34729	299268	0	0	0	50	Không	0	0
48	Phø trþ(c¤p b§c 48)	37386	323294	0	0	0	50	Không	0	0
49	Phø trþ(c¤p b§c 49)	40192	348592	0	0	0	50	Không	0	0
50	Phø trþ(c¤p b§c 50)	45498	375192	0	0	0	50	Không	0	0
51	Phø trþ(c¤p b§c 51)	46639	403128	0	0	0	50	Không	0	0
52	Phø trþ(c¤p b§c 52)	49112	432432	0	0	0	50	Không	0	0
53	Phø trþ(c¤p b§c 53)	51918	463136	0	0	0	50	Không	0	0
54	Phø trþ(c¤p b§c 54)	56000	495274	0	0	0	50	Không	0	0
55	Phø trþ(c¤p b§c 55)	58526	528876	0	0	0	50	Không	0	0
56	Phø trþ(c¤p b§c 56)	61329	563976	0	0	0	50	Không	0	0
57	Phø trþ(c¤p b§c 57)	64464	600606	0	0	0	50	Không	0	0
58	Phø trþ(c¤p b§c 58)	67931	638798	0	0	0	50	Không	0	0
59	Phø trþ(c¤p b§c 59)	71730	678586	0	0	0	50	Không	0	0
60	Phø trþ(c¤p b§c 60)	75862	720000	0	0	0	50	Không	0	0
61	Phø trþ(c¤p b§c 61)	80325	763074	0	0	0	50	Không	0	0
62	Phø trþ(c¤p b§c 62)	85121	807840	0	0	0	50	Không	0	0
63	Phø trþ(c¤p b§c 63)	90250	854330	0	0	0	50	Không	0	0
64	Phø trþ(c¤p b§c 64)	95710	902578	0	0	0	50	Không	0	0
65	Phø trþ(c¤p b§c 65)	101503	952614	0	0	0	50	Không	0	0
66	Phø trþ(c¤p b§c 66)	107628	1006740	0	0	0	50	Không	0	0
67	Phø trþ(c¤p b§c 67)	114085	1067130	0	0	0	50	Không	0	0
68	Phø trþ(c¤p b§c 68)	120875	1134000	0	0	0	50	Không	0	0
69	Phø trþ(c¤p b§c 69)	127997	1207566	0	0	0	50	Không	0	0
70	Phø trþ(c¤p b§c 70)	135451	1288044	0	0	0	50	Không	0	0
71	Phø trþ(c¤p b§c 71)	143237	1375650	0	0	0	50	Không	0	0
72	Phø trþ(c¤p b§c 72)	151356	1470600	0	0	0	50	Không	0	0
73	Phø trþ(c¤p b§c 73)	159806	1573110	0	0	0	50	Không	0	0
74	Phø trþ(c¤p b§c 74)	168589	1683396	0	0	0	50	Không	0	0
75	Phø trþ(c¤p b§c 75)	177705	1807362	0	0	0	50	Không	0	0
76	Phø trþ(c¤p b§c 76)	187152	1945440	0	0	0	50	Không	0	0
77	Phø trþ(c¤p b§c 77)	196932	2098062	0	0	0	50	Không	0	0
78	Phø trþ(c¤p b§c 78)	207044	2265660	0	0	0	50	Không	0	0
79	Phø trþ(c¤p b§c 79)	217489	2448666	0	0	0	50	Không	0	0
80	Phø trþ(c¤p b§c 80)	228265	2695896	0	0	0	50	Không	0	0
81	Phø trþ(c¤p b§c 81)	239374	3070710	0	0	0	50	Không	0	0
82	Phø trþ(c¤p b§c 82)	250815	3639348	0	0	0	50	Không	0	0
83	Phø trþ(c¤p b§c 83)	262588	4470930	0	0	0	50	Không	0	0
84	Phø trþ(c¤p b§c 84)	274694	5637456	0	0	0	50	Không	0	0
85	Phø trþ(c¤p b§c 85)	287132	7213806	0	0	0	50	Không	0	0
86	Phø trþ(c¤p b§c 86)	299902	9277740	0	0	0	50	Không	0	0
87	Phø trþ(c¤p b§c 87)	313004	11909898	0	0	0	50	Không	0	0
88	Phø trþ(c¤p b§c 88)	326439	15193800	0	0	0	50	Không	0	0
89	Phø trþ(c¤p b§c 89)	340206	19215846	0	0	0	50	Không	0	0
90	Phø trþ(c¤p b§c 90)	354305	24065316	0	0	0	50	Không	0	0
91	Phø trþ(c¤p b§c 91)	368736	29834370	0	0	0	50	Không	0	0
92	Phø trþ(c¤p b§c 92)	383500	36618048	0	0	0	50	Không	0	0
93	Phø trþ(c¤p b§c 93)	398595	44514270	0	0	0	50	Không	0	0
94	Phø trþ(c¤p b§c 94)	414024	53623836	0	0	0	50	Không	0	0
95	Phø trþ(c¤p b§c 95)	429784	64050426	0	0	0	50	Không	0	0
96	Phø trþ(c¤p b§c 96)	445877	75900600	0	0	0	50	Không	0	0
97	Phø trþ(c¤p b§c 97)	462301	89283798	0	0	0	50	Không	0	0
98	Phø trþ(c¤p b§c 98)	479059	104312340	0	0	0	50	Không	0	0
99	Phø trþ(c¤p b§c 99)	496148	121101426	0	0	0	50	Không	0	0
100	Phø trþ(c¤p b§c 100)	0	0	0	0	0	50	Không	0	0
